Item Code,Quantity,Price,Rate,Product,Unit
3693004,"1,079,237","37,413,252",34.66639116,Taps pvc,TH.NOS
3693099,"8,761,947","1,644,791,385",187.719851,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics,",TH.NOS
3694001,"1,577,289","75,608,829",47.93593882,Bobbin plastic,TH.NOS
3694002,"3,526,487","13,178,302,306",3736.949067,Bottles plastic,TH.NOS
3694003,"162,699,619","794,931,132",4.885881952,Bottles polythene,TH.NOS
3694004,"10,082,813","821,029,557",81.42862086,Bucket plastic,TH.NOS
3694005,"3,720,921","2,077,352,417",558.2898473,Cabinet plastic,NOS
3694007,"2,749,279","256,526,298",93.30675352,Cans plastic,NOS
3694008,"45,686,057","4,705,434,208",102.994973,Casserol and vaccum containers,NOS
3694010,"41,727,328","1,931,498,874",46.28858272,Container polythene,NOS
3694011,"4,562,716,152","8,620,029,809",1.889232098,Disposable syringe plastic,NOS
3694012,"2,494","4,628,056",1855.676022,Droppers plastic,NOS
3694013,"68,687","5,158,540,606",75102.13877,Drum plastic / pvc,NOS
3694014,"2,574,591","238,049,495",92.46109188,Fabrication plastic,NOS
3694015,"149,063","1,034,473,632",6939.841758,Fixtures plastic,T
3694016,"89,240","615,680,287",6899.15158,Handles plastic,NOS
3694017,"427,621,456","1,862,653,192",4.355845961,Hangers plastic,T
3694019,"77,402,473","870,477,482",11.24611977,Jars plastic,NOS
3694020,"1,633,391","18,335,301",11.22529817,Jerry can,NOS
3694021,"822,187","13,569,618",16.50429647,Jugs plastic,NOS
3694022,"23,655","264,399",11.17729867,Knobs plastic,T
3694023,"1,067,333","13,182,589",12.3509617,Mug plastic,NOS
3694024,"538,315","2,096,550,133",3894.653006,Partition / full heights panels plastic/pvc,T
3694025,"2,914,473","809,789,072",277.8509432,Plastic basket,NOS
3694026,"17,310,373","1,156,361,751",66.80166574,Plastic crockery,TH.NOS
3694027,"15,415,037","5,108,027,509",331.3665422,Plastic furniture,NOS
3694028,"198,756","189,229,982",952.0717966,Refils pvc / plastic,TH.NOS
3694029,"47,241","93,209,597",1973.065706,Scale / drawing plastic,TH.NOS
3694031,"82,954","4,778,036",57.59862092,Spools plastic,TH.NOS
3694034,"4,647,882","1,270,727,205",273.3991967,Suitcases plastic (pvc),TH.NOS
3694035,"205,151","2,302,491,958",11223.40109,Thermo farming producs plastic,TH.NOS
3694036,"228,914","157,218,013",686.7994662,Trays plastic,TH.NOS
3694037,"638,271","188,321,369",295.049233,Tumblers plastic,NOS
3694038,"921,937","132,403,898",143.6149086,Vaccum flasks plastic,TH.NOS
3694039,"2,898,814","1,255,233,519",433.0162332,Water filters plastic,TH.NOS
3694040,"337,749","1,854,640,887",5491.180986,Window & door frame pvc,TH.NOS
3694041,"331,512","938,980,962",2832.419225,Window/door pvc,TH.NOS
3694099,"1,349,477","14,481,271,860",10731.02532,"Tableware, kitchenware, other household articles and toilet articles, of plastics n.e.c",TH.NOS
3696001,"124,601,062","1,142,517,846",9.169406967,Acrylic panels,TH.NOS
3696002,"8,702,569","1,449,852,550",166.6005234,"Board, plastic",TH.NOS
3696003,99,"295,507,629",2984925.545,Fan blades plastic,TH.NOS
3696004,"178,349","8,378,843,509",46980.04199,Fitting and accessories other p.v.c,TH.NOS
3696006,657,"3,536,800",5383.25723,Table lamps stand plastic,TH.NOS
3696099,"81,382,951","13,544,935,995",166.4345643,"Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of",TH.NOS
3697101,"6,781","2,454,902,524",362026.622,Helmet safety,TH.NOS
3697102,32,"12,391,916",387247.375,"Helmet, cricket",TH.NOS
3697103,65,"35,955,391",553159.8615,"Helmet, sports",TH.NOS
3697199,"1,790,648","627,440,273",350.398444,Safety headgear n.e.c,TH.NOS
3698000,"412,109","5,127,896,722",12443.05929,Electrical insulating fittings of plastics,TH.NOS
3699001,"1,262,384","304,346,483",241.0886727,Aerosol valve,TH.NOS
3699002,"526,950","540,000",1.024765158,Bangles plastic,TH.NOS
3699003,"192,087","80,803,432",420.6605965,Bristles plastic,TH.NOS
3699004,"2,810,014","1,497,193,953",532.8065814,Button plastic,TH.NOS
3699005,"14,284","315,730",22.10375245,Carboys plastic,0
3699006,55,"5,762,577",104774.1273,Casting plastic,TH.NOS
3699007,"848,182,391","37,821,169,227",44.59084464,Components plastic,TH.NOS
3699008,"1,573,505,229","7,331,374,606",4.659262944,Flexible pouches plastic,NOS
3711401,"12,914,103","4,043,033,134",313.0711544,Glass coloured / tinted,GRAMME
3711499,"2,614,603","2,971,828,678",1136.62712,"Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed,",TH.NOS
3711500,"2,869,443","2,168,869,754",755.85044,Safety glass,KG
3711601,"13,123","860,232,383",65551.5037,Looking mirror,0
3711602,"24,975,252","1,650,241,838",66.07508257,Mirror for vehicle,KG
3711699,"4,549,012","9,921,130,111",2180.941732,Glass mirrors; multiple walled insulating units of glass n.e.c,KG
3711701,"33,298","608,894,030",18286.20428,Glass marble,TH.NOS
3711702,60,"1,359,520",22658.66667,Glass shades,TH.NOS
3711703,"58,308,414","6,275,575,863",107.6272777,Glazed glass,TH.NOS
3711799,"101,034,474","574,120,780",5.682424595,"Paving blocks, bricks , tiles (glazed) n.e.c",TH.NOS
3712101,"27,709,867","4,893,618,576",176.6020232,Fibre glass,T
3712102,"2,862,837","611,262,053",213.5161915,Fibre glass cloath,T
3712103,"36,543","5,051,605,089",138237.2845,Fibre glass sheet/board,T
3712104,"3,861,482","138,567,003",35.88440992,Fibre glass sleeves,T
3712105,265,"20,683,479",78050.86415,Fibre glass yarn,T
3712106,"38,198","190,485",4.986779413,Glass wool sleeving,T
3712199,"411,048,853","69,732,473",0.16964522,"Slivers, rovings, yarn and chopped strands, of glass n.e.c",T
3712901,"27,813","15,297,585",550.0156402,Glass wool mats,T
3712999,"242,155","1,687,293,829",6967.825686,"Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics n.e.c",T
3719101,"277,163","5,463,982,793",19713.96901,Bottlewares glass,T
3719102,"334,203","2,275,544,740",6808.869878,Bulbs glass,T
3719104,"17,870","112,270,015",6282.59737,Bulbs shell glass,T
3719105,"16,541,130","45,161,095,057",2730.230344,Glass bottles,T
3719106,"5,067","608,000",119.9921058,Glass for cathode ray tube,T
3719108,"51,799","58,205",1.123670341,Glass for fluroscent lamps,T
3719109,"6,272,634","237,896,419",37.92608002,Glass lead,T
3719199,"207,386,335","4,335,338,433",20.90464848,"Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of",T
3719200,"41,253","26,920,635",652.5739946,"Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like",T
3719301,"2,478,946","309,477,739",124.8424689,Bangles glass,T
3719302,570,"66,940,075",117438.7281,Bangles raw,T
3719304,2,"5,926,823",2963411.5,"Fibre glass, wash basins",T
3719305,13,"4,632,794",356368.7692,"Fibre glass,tap",T
3719306,"50,534","61,407,203",1215.166086,Glass sleeves & other sleeves,T
3719307,"4,714,121","227,788,231",48.32040395,Glasswares pressed,T
3719399,"463,268","2,235,327,882",4825.129044,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (except TH.NOS",T
3719401,433,"2,758,590",6370.877598,Glass for wathces & clocks,T
3719402,60,"1,019,629",16993.81667,Quartz glass sleeves,KG
3719499,"9,172","267,706,440",29187.35717,"Clock or watch glasses and similar glasses; glasses for spectacles, not optically worked; hollow glass",KG
3719502,"3,223,866","4,416,834",1.370042675,Glass globes/shells/founts,KG
3719503,"395,979","847,002,339",2139.008228,Glass syringes,T
3719505,"10,867","2,720,895",250.38143,Pharmaceutical glass ware,KG
3719506,"166,232","12,021,890",72.31995043,Wired glass,KG
3719599,"273,080,953","772,019,555",2.827072143,"Laboratory, hygienic or pharmaceutical glassware; ampoules of glass n.e.c",KG
3719601,"73,176","79,612,975",1087.965658,Glass epoxy,KG
3719606,"90,133","866,356,408",9611.977944,Glass shells for electric lamp,KG
3719607,"2,583,743","1,447,280,438",560.1487602,Head light glass,KG
3719699,"36,141,625","7,658,290,675",211.8966891,"Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of glass",T
3719700,"568,457","256,003,101",450.3473455,Electrical insulators of glass,T
3719903,"44,904,273","94,188,060",2.097530006,Glass chimneys,T
3719904,"2,117,391","1,283,521,420",606.1806346,Glass others,T
3719906,"77,168","16,677,647",216.1212808,Marble play glass,T
3719909,"73,872","251,937,427",3410.458997,Other Fibre glass & articles thereof,T
3719999,"2,288,081","568,735,030",248.5642029,"Articles of glass n.e.c. (including glass inners for vacuum flasks, signalling glassware, glass cubes for",T
3721001,"188,594","5,504,850,809",29188.89683,"Ceramic , sw pipes",T
3721005,"28,003","3,498,138,134",124920.1205,Porcelain sanitary ware others,T
3721006,226,"913,762,991",4043199.075,Porcelain sinks,KG
3721009,"32,337","1,018,613,046",31499.92411,"Sewer pipes, salt gazed",T
3721099,"47,470","6,941,884,949",146237.3067,"Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures n.e.c",KG
3722101,"6,717","16,891,888",2514.796487,Ceramic bowles,T
3722102,849,"5,787,568",6816.923439,Ceramic filter candle,KG
3722103,"1,623","6,173,128",3803.529267,Ceramic transfer,KG
3722104,842,"58,983,680",70051.87648,Porcelain bowles,KG
3722106,"46,122","1,920,521,608",41640.03313,Porcelain crockery others,T
3722107,"2,216","72,616,772",32769.30144,Porcelain cups & saucers,T
3722108,"1,241","85,605,946",68981.42305,Porcelain dinnerware,T
3722109,"2,015","67,753,548",33624.58958,Porcelain plates,T
3722111,"1,457,207","306,229,014",210.1479158,S.w.jar & containers,T
3722199,"2,461,456","7,430,957,162",3018.927481,"Ceramic tableware, kitchenware, other household articles and toilet articles n.e.c",T
3729100,"53,362","1,053,319,888",19739.13811,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar",T
3729201,"10,173","101,089,833",9937.071955,Ceramic coil & sheet,T
3729202,"74,548","699,940,600",9389.126469,Ceramic tower,T
3729204,"685,651","3,342,207,513",4874.502499,Insulator (high tension) porcelain,T
3729205,"958,823","165,193,337",172.2876245,Insulator glass,T
3729206,"379,954","73,897,194",194.4898435,Insulator porcelain others,T
3729208,"77,608","373,215,675",4808.984576,Porcelain bushes,T
3729209,"44,365","3,580,850,820",80713.41869,Porcelain insulators ( high tension),KG
3729210,"1,028","13,317,876",12955.1323,Porcelain insulators others,T
3729299,"449,363","9,340,941,074",20787.07209,"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment,",T
3729900,"732,254","1,336,212,052",1824.793107,Other non-structural ceramic articles n.e.c.,T
3731001,"84,901","346,542,711",4081.727082,Bricks lining,T
3731002,"197,334","872,982,764",4423.884196,Bricks(non insulated),T
3731003,"23,776","66,984,629",2817.321206,Broken bricks,T
3731004,"91,298","1,072,413,446",11746.29725,Ceramic bricks,T
3731005,"18,233,171","74,823,178,939",4103.684375,Ceramic tiles,T
3731099,"792,218","2,035,798,479",2569.745296,"Bricks, blocks, tiles and other ceramic goods of siliceous earths n.e.c",T
3732001,"4,088,299","8,533,824,829",2087.377863,Bricks & tiles ( non ceramic ),T
3732002,"182,696","955,339,383",5229.120413,Bricks chemically bonded,T
3732003,"21,064,369","7,766,266,243",368.6920906,Bricks others,T
3732004,"138,321","922,609,935",6670.06409,Bricks silica,T
3732005,"5,078","20,283,536",3994.394644,Fire crates,T
3732006,"1,312,559","5,306,076,178",4042.542985,Refractory stack,T
3732007,"68,202","2,334,428,276",34228.14985,Tiles & bricks insulated ( non ceramic),T
3732099,"12,945,973","15,647,791,220",1208.69951,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of",T
3733000,"5,516,397","16,403,898,788",2973.661756,"Refractory cements, mortars, concretes and similar compositions n.e.c.",T
3734000,"1,218,438","3,551,556,967",2914.844224,Unfired refractory products; other refractory ceramic goods,T
3735001,"27,519","109,332,716",3972.990152,Bricks a h a,T
3735002,"27,075,148","3,429,544,766",126.6676277,Bricks fire blocks,T
3735003,"13,498","422,176,787",31276.98822,Bricks hollow blocks,T
3735099,"977,645","1,661,914,193",1699.915811,"Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-",T
3736000,"13,732","745,624,888",54298.34605,"Non-refractory ceramic pipes, conduits, guttering and pipe fittings",T
3737001,"29,433","253,927,516",8627.306629,Mosaic tiles,T
3737002,"90,385","719,532,427",7960.750423,Roofing tiles,T
3737003,289,"54,840",189.7577855,Stone artificial,T
3737099,299,"78,036,262",260990.8428,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like n.e.c",T
3742001,"146,983","504,159,585",3430.053714,Hydraulic lime,T
3742002,"132,853","459,928,283",3461.933739,Quicklime,T
3742003,1,"30,805",30805,Slaked lime,T
3742099,"47,172","250,399,042",5308.213389,"Quicklime, slaked lime and hydraulic lime, n.e.c.",T
3743000,"33,517,533","86,081,533,841",2568.25387,Cement clinkers,T
3744001,"9,596,373","63,355,762,871",6602.052971,"Cement , white",T
3744002,445,"1,879,876",4224.440449,Cement fire resistant,T
3744003,"2,785,413,458","12,443,906,686",4.467525871,"Cement, dry colour",T
3744004,"6,514,793","29,632,389,580",4548.477531,"Cement, dry slag",T
3744005,"143,652","3,052,988,463",21252.66939,"Cement, hydrophobic",T
3744006,"1,159,536","9,329,462,634",8045.858545,"Cement, oil wall",T
3744007,"1,651,386","12,565,216,588",7608.891312,"Cement, others products",T
3744008,"168,768,573","766,427,376,147",4541.292034,"Cement, portland",T
3744009,"23,094,697","101,169,966,894",4380.657901,"Cement, pozzolana",T
3744010,"34,797","1,328,512,560",38178.93956,"Cement, rapid hardening",T
3744011,"2,898,804","12,515,367,157",4317.424413,"Cement, slag",T
3744012,"51,224","221,914,711",4332.240961,"Cement, sulphate resistant",T
3744013,"4,778,522","27,108,741,393",5673.038942,"Cement, super fine",T
3744099,"26,707,228","106,710,074,466",3995.550361,"Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of",T
3745000,"13,540","40,646,921",3001.988257,Calcinated or agglomerated dolomite,T
3751001,"1,739,804","9,651,249,137",5547.319777,Poles & posts (concrete) concrete products,T
3751099,"1,180,620","4,971,384,727",4210.825437,Non-refractory mortars and concretes n.e.c,T
3752001,"15,942,630","293,701,675",18.42241054,Straw board,T
3752099,"13,744","581,627,142",42318.62209,"Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral",T
3753000,"2,626,062","40,928,109",15.58535518,Articles of plaster or of compositions based on plaster,T
3754000,"1,353,712","2,908,444,468",2148.495742,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",T
3755001,"75,996,848","9,239,540,800",121.5779475,Cement block (concrete),T
3755002,"2,690,858","2,192,222,056",814.6925836,Hume pipes,T
3755003,"1,250,849","937,228,056",749.2735382,Rcc spunpipes,T
3755005,"124,319","3,097,168,580",24913.07507,Other cement based article,T
3755099,"244,843","7,927,554,683",32378.11448,"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial",T
3756000,"5,077,681","14,456,046,307",2846.978041,"Other articles of cement, concrete or artificial stone",T
3757001,"2,792,528","32,263,503,572",11553.51122,"Asbestos , corrugated sheet",T
3757003,"11,866,000","274,990,443",23.17465389,Asbestos others,T
3757005,"2,630","438,375,710",166682.7795,"Asbestos, joints",T
3757006,595,"299,596,938",503524.2655,"Asbestos, packing",T
3757007,"1,763,555","1,217,760,414",690.5145652,"Asbestos, pipe",T
3757008,"18,011,994","3,225,469,937",179.0734517,"Asbestos, pipe pressware",T
3757009,"82,592","88,513,583",1071.696811,"Asbestos, plain flexible",T
3757010,396,"949,121",2396.770202,Closets,T
3757011,"4,227","87,056,487",20595.33641,Semi corrugated sheet,T
3757099,"72,022","727,060,320",10094.97542,"Articles of asbestos-cement, cellulose fibre-cement or the like n.e.c",T
3761000,"27,566","68,263,814",2476.377204,"Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones,",T
3769000,"75,695","946,411,245",12502.95588,"Other worked monumental or building stone and articles thereof; other artificially coloured granules,",T
3791000,"1,165,809","9,055,642,916",7767.690004,"Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and",T
3792000,"9,376","9,760,618",1041.021544,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium T,T
3793000,"211,922","16,359,834",77.19743113,Articles of asphalt or of similar material,T
3794000,"84,125","2,092,046,989",24868.31488,"Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or",T
3795000,"206,919","13,022,278,768",62934.18569,Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon,T
3799000,"320,586","2,254,712,705",7033.097843,"Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked",T
3811101,"85,764","220,535,243",2571.419745,Chair metal,T
3811102,"58,851","162,269,298",2757.290411,Chair seat - steel,T
3811103,915,"3,266,616",3570.072131,Folding chair seat aluminium,T
3811104,"56,444","2,492,274,102",44154.81011,Seat for aircraft,T
3811105,"49,258,200","53,018,207,293",1076.332617,Seat for motor vehicle,T
3811106,"3,625,436","3,216,403,161",887.1769247,Seats of  other metal,T
3811199,"5,024,671","2,936,465,884",584.409583,"Seats, primarily with metal frames n.e.c",T
3811201,"1,401","5,910,421",4218.715917,Chair Seat wooden,T
3811202,"11,519","38,772,564",3365.966143,Desk  seat,T
3811299,"15,869","31,801,070",2003.974416,"Seats, primarily with wooden frames n.e.c",T
3811900,"2,095,976","890,708,092",424.9610167,Other seats,T
3812101,"78,529","635,438,682",8091.770964,Almirah steel,T
3812102,"733,974","2,776,190,470",3782.409827,Cabinet iron /steel,T
3812103,"509,963","1,860,214,950",3647.744934,"Chair steel, office etc.",T
3812104,"339,166","1,050,447,868",3097.149679,Furniture aluminium,T
3812105,"6,441,961","17,481,024,289",2713.61846,Metal/steel office furniture others,T
3812106,"497,455","1,895,244,103",3809.880498,Shelves iron / steel,T
3812107,"26,586","89,170,332",3354.033401,Tables & desks iron / steel,T
3812199,"8,616,671","10,508,257,901",1219.526416,"Other metal furniture, of a kind used in offices n.e.c",T
3812200,"884,448","3,715,845,882",4201.316394,"Other wooden furniture, of a kind used in offices",T
3813000,"129,112","507,035,206",3927.095901,"Other wooden furniture, of a kind used in the kitchen",T
3814001,"56,676","439,627,596",7756.856447,Almirah/cabinets/cupboard wooden,T
3814002,"3,352","10,831,566",3231.374105,Benches,T
3814003,"3,946","8,434,306",2137.43183,Chair wooden,T
3814004,"2,998,712","13,928,020,758",4644.667697,Furniture & fixture wooden,T
3814005,98,"295,111",3011.336735,T.v cabinet,T
3814099,"2,457,190","6,678,139,506",2717.79533,Other furniture n.e.c,T
3815000,"27,355,773","8,813,093,135",322.1657504,"Mattress supports; mattresses, fitted with springs or stuffed or internally fitted with any material or of",T
3816000,"1,972","231,678,530",117484.0416,Parts of furniture,T
3822005,"4,568","6,472,935",1417.017294,Feldspar( Moonstone),T
3822006,"376,802","6,058,248,946",16078.07004,Garnet,T
3822008,"50,000","3,025,000",60.5,Ruby,T
3822009,"885,000","50,223,600",56.74983051,Saphire,T
3823002,4,"314,455",78613.75,Diamond cut,T
3823004,"9,207,416","271,550,365,267",29492.57047,Diamond polished,T
3823007,"7,554,795","753,118,423",99.68747306,Diamond tools,T
3823008,"21,100","66,707,867",3161.510284,Diamond wheel,T
3823009,"4,292,058","1,274,625,764",296.9730987,Stone precious others,T
3823099,"8,497,374","371,892,671",43.76559994,"Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones",T
3824001,"133,942,328","411,945,606,813",3075.544624,Jewellery of gold,T
3824002,"45,948,948","151,193,075,702",3290.457829,Jewellery of gold studded with precious stone,T
3824003,"859,871","6,158,065,824",7161.615898,Jewellery of gold studded with semi precious stone,T
3824005,"2,676","41,015,526",15327.17713,Jewellery of platinum studded with precious stone,T
3824008,"499,469","146,042,045",292.3946131,Jewellery of semi precious stone,T
3824009,"20,231,134","2,613,649,480",129.1894701,Jewellery of silver,T
3824010,"11,147,645","2,067,599,460",185.4741033,Jewellery of silver studded with precious stone,T
3824011,"2,858,216","224,267,947",78.46431026,Jewellery of silver studded with semi precious stone,T
3824099,"14,049,274","12,982,622,718",924.0778362,Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural,T
3825099,"179,783","71,478,334",397.5811617,Currency coins n.e.c.,0
3831001,257,"2,586,900",10065.75875,Harmonium,T
3831099,155,"51,844,868",334483.0194,Pianos and other keyboard stringed musical instruments n.e.c,T
3832003,"24,844","181,128,596",7290.637417,Santoor,T
3832099,3,"2,019,562",673187.3333,Other string musical instruments n.e.c,T
3834002,"17,647,329","91,814,162",5.20272286,CD disc pre-recorded,T
3834009,"529,084","5,369,539",10.14874576,Musical instruments string,T
3834010,"77,688","140,043,318",1802.637705,Synthesizer (electronic key board ),T
3834099,"4,778","20,275,199",4243.448933,Instruments musical / fine arts n.e.c,T
3835002,40,"319,776",7994.4,Harps,T
3835003,48,"68,723",1431.729167,Percussion instruments excl tabla/drum,T
3835099,"1,026,523","94,272,119",91.83634366,"Other musical instruments (including percussion instruments, musical boxes and fairground organs);",T
3836001,"185,766","61,559,583",331.3824004,Instrument components musical / finearts,T
3836099,"10,838,036","2,364,611,311",218.1771043,"Parts and accessories of musical instruments; metronomes, tuning forks and pitch pipes n.e.c",T
3841001,"1,196,867","471,576,743",394.0093118,Roller skates,T
3841099,17,"2,988,875",175816.1765,Snow-skis and other snow-ski equipment; ice-skates and roller-skates n.e.c,T
3843000,"1,630","612,112,724",375529.2785,Gymnasium or athletics articles and equipment,T
3844001,"2,146","229,517,621",106951.3611,"Ball, cricket",T
3844003,153,"35,849,514",234310.549,"Ball, hockey",T
3844004,"2,821","81,765,377",28984.53633,"Ball, tennis / squash",T
3844005,89,"4,547,233",51092.50562,Basket ball,T
3844006,"73,114","1,407,328,269",19248.41028,"Bat, cricket",T
3844007,442,"144,012,900",325821.0407,Carrom board,T
3844008,"30,417","2,591,410",85.19610744,Chess sets,T
3844009,"66,134","14,351,020",216.999123,Cups and shields,T
3844010,"10,576","1,954,892,751",184842.3554,Foot ball,T
3844011,218,"50,991,640",233906.6055,"Gloves, boxing",T
3844012,890,"331,265,578",372208.5146,"Gloves, sports excl. cricket/boxing",T
3844013,240,"56,877,533",236989.7208,"Gloves, wicket keeping",T
3844022,46,"4,085,715",88819.8913,"Racket, badminton",T
3844025,624,"129,293,082",207200.4519,Rugby ball,T
3844026,"602,088","377,706,600",627.3278989,"Shoe, football",T
3844027,"85,094","3,297,346,715",38749.46195,"Shoe, racer",T
3844029,"2,518","102,958,098",40888.83956,Shuttle cock,T
3844030,15,"17,529,838",1168655.867,Sports mats,T
3844032,130,"54,348,001",418061.5462,"Sticks, hockey",T
3844033,202,"77,702,530",384665.9901,Table tenis bat,T
3844035,"37,492","456,488,043",12175.61194,"Table, table tennis",T
3844036,52,"15,134,473",291047.5577,Volley ball,T
3844037,92,"3,702,745",40247.22826,"Wickets, cricket",T
3844099,"76,370","473,150,562",6195.502972,"Sports goods-parts & accessories, n.e.c",T
3851003,"97,410","94,107,783",966.0998152,Cycle baby,T
3851099,"1,171","49,277,764",42081.77968,Dolls' carriages; wheeled toys designed to be ridden by children n.e.c,T
3852099,"67,953","11,684,429",171.9486851,Dolls representing human beings; toys representing animals or non-human creatures n.e.c,T
3854001,109,"11,154,545",102335.2752,Toys electrical/ electronic others,T
3854002,483,"80,400,073",166459.7785,Toys non mechanical others,T
3854003,"2,494,778","1,940,740,977",777.9213128,Toys plastic moulded others,T
3854099,"105,927","11,016,428",104.0001888,"Toy electric trains and tracks, signals and other accessories therefor; reduced-size n.e.c",T
3856099,"1,463,853","1,437,203,866",981.7952117,Other toys (including toy musical instruments) n.e.c,T
3857000,"548,891","647,848,471",1180.286197,Playing cards,T
3858101,"1,209","111,290",92.05128205,Video games,T
3858200,527,"5,347,910",10147.83681,Software cartridges for video game consoles,T
3859001,40,"34,000",850,Billiard ball,T
3859002,88,"768,000",8727.272727,Board billiard,T
3859099,"9,602","93,162,630",9702.419288,"Other articles for funfair, table or parlour games (including articles for billiards, pintables, special",T
3860002,295,"1,624,080",5505.355932,Shooting rifles,T
3860099,"9,467","103,837,410",10968.35428,"Roundabouts, swings, shooting galleries and other fairground amusements n.e.c",T
3870100,"7,347","19,670,643",2677.370764,"Prefabricated buildings, of wood",T
3870201,"74,697","594,710,466",7961.637897,Channel hydraulic gates,T
3870202,"64,742","396,272,291",6120.791619,Fabricated levers,T
3870203,"12,093,498","52,841,484,330",4369.412748,Fabricated metal products,T
3870204,"30,620,078","6,866,598,448",224.2515009,Fabricated produc others,T
3870205,"10,328","2,363,668,055",228860.1912,Fabrication aluminium,T
3870206,"445,065","92,989,142,664",208933.8471,Heavy machinery for fabrication,T
3870207,"17,510","338,431,877",19327.91987,Oil coolers,T
3870208,"4,805","346,684,264",72150.73132,Road barriers,T
3870209,"2,158,360","106,286,969,131",49244.31936,Steel structures,T
3870210,563,"52,222,263",92757.12789,Tilting structure,T
3870211,"151,798","5,428,190,506",35759.30187,Weighing machine parts,T
3870299,"38,762,898","10,562,328,787",272.4855295,"Prefabricated buildings, of metal, n.e.c.",T
3870399,"273,745","868,590,902",3172.992756,"Prefabricated buildings, of plastics n.e.c",T
3870400,"4,831,264","692,699,285",143.3784792,"Prefabricated buildings, of concrete",T
3891101,"4,456,490","17,107,232,346",3838.723378,Ball / dot pen with refill,T
3891102,"58,791","422,246,818",7182.167645,Ball / dot pen without refill,T
3891103,13,"75,215",5785.769231,Creyons,T
3891104,"1,843","5,219,701",2832.176343,Desk diarry,T
3891105,"114,249","465,134,652",4071.23609,"Nibs tipped, fountain pen",T
3891107,"3,559","6,540,980",1837.870188,"Pastel, charcoal, chalks",T
3891108,"3,421,639","36,030,547",10.53020117,Pen body plastic,T
3891109,"153,060","451,975,525",2952.930387,Pen signature,T
3891110,"29,964","89,246,853",2978.469263,Pen stand,T
3891112,"10,539","118,521,959",11246.03463,"Pen, fountain",T
3891113,"401,158","897,980,206",2238.470144,"Pen, marker",T
3891114,"22,072","35,274,792",1598.169264,Pencil unfinished,T
3891116,"3,375,873","983,329,196",291.281454,"Pencil, lead",T
3891117,"1,080,545","1,567,025,042",1450.21729,"Pencil, sharpner",T
3891118,920,"1,523,879",1656.390217,"Pencil,coloured",T
3891119,"2,520,403","1,391,675,652",552.1639404,Refill ball / dot pen,T
3891121,"2,517","3,373,120",1340.135081,Refills not used in pen,T
3891122,189,"3,764,527",19918.13228,Stamp pad,T
3891123,"67,390","1,970,726,180",29243.59964,Staplers,T
3891124,"194,114","11,648,849",60.01034959,Staplerspin,T
3891199,"5,124,496","5,771,104,520",1126.179925,"Pens, duplicating stylos, pencils, pen-holders, pencil-holders and similar holders, and parts thereof;",T
3891201,319,"2,244,965",7037.507837,Ink pad,T
3891202,"1,075,175","206,121,585",191.7098007,Ribbon computer printer,T
3891299,"45,908","5,578,965",121.5248976,"Date, sealing or numbering stamps, and the like, designed for operating in the hand; hand-operated",T
3892101,"15,679","621,664,494",39649.49895,Umbrella & sun shed complete,T
3892199,"1,975","25,097,433",12707.56101,"Umbrellas, sun-umbrellas, walking-sticks, seat-sticks, whips, riding-crops and the like n.e.c",T
3892201,"34,076","511,092,800",14998.61486,Umbrella parts,T
3892299,320,"34,925,652",109142.6625,"Parts, trimmings and accessories of umbrellas, sun-umbrellas, walking-sticks, seat-sticks, whips, riding- TH.NOS",T
3892300,"42,595,690","18,151,629,588",426.1377052,"Press-fasteners, snap-fasteners, press-studs and parts therefor; buttons; slide fasteners",T
